symbol,setup_type,d_minus_2,signal_day,trade_day,d2_open,d2_close,d1_open,d1_close,d1_body_abs,d1_range,bars_trade_day
5m_data,FGD,2025-04-28,2025-04-29,2025-04-30,19408.5,19384.1,19374.1,19517.5,143.40000000000146,308.3999999999978,273
5m_data,FRD,2025-04-30,2025-05-01,2025-05-02,19497.7,19749.3,19734.9,19701.5,33.400000000001455,368.1000000000022,273
5m_data,FGD,2025-05-01,2025-05-02,2025-05-05,19734.9,19701.5,19688.2,20107.5,419.2999999999993,526.2999999999993,273
5m_data,FRD,2025-05-02,2025-05-05,2025-05-06,19688.2,20107.5,20106.0,19953.6,152.40000000000146,225.0,273
5m_data,FGD,2025-05-06,2025-05-07,2025-05-08,19935.2,19761.5,19721.6,19875.2,153.60000000000218,448.5,273
5m_data,FRD,2025-05-08,2025-05-09,2025-05-12,19847.6,20074.6,20091.3,20068.2,23.099999999998545,220.90000000000146,273
5m_data,FGD,2025-05-09,2025-05-12,2025-05-13,20091.3,20068.2,20356.9,20881.7,524.7999999999993,617.1999999999971,273
5m_data,FRD,2025-05-19,2025-05-20,2025-05-21,21236.5,21448.3,21441.2,21352.8,88.40000000000146,263.09999999999854,273
5m_data,FGD,2025-05-21,2025-05-22,2025-05-23,21346.8,21081.3,21077.2,21152.5,75.29999999999927,296.5,273
5m_data,FRD,2025-05-22,2025-05-23,2025-05-26,21077.2,21152.5,21165.3,20893.6,271.7000000000007,506.7000000000007,228
5m_data,FGD,2025-05-23,2025-05-26,2025-05-27,21165.3,20893.6,20915.9,21233.5,317.59999999999854,352.1999999999971,273
5m_data,FRD,2025-05-28,2025-05-29,2025-05-30,21423.8,21476.4,21464.8,21340.7,124.09999999999854,557.2000000000007,273
5m_data,FGD,2025-05-29,2025-05-30,2025-06-02,21464.8,21340.7,21318.6,21324.3,5.700000000000728,361.0,273
5m_data,FRD,2025-06-04,2025-06-05,2025-06-06,21652.8,21715.0,21710.9,21480.1,230.8000000000029,425.09999999999854,273
5m_data,FGD,2025-06-05,2025-06-06,2025-06-09,21710.9,21480.1,21456.5,21777.5,321.0,391.7999999999993,273
5m_data,FRD,2025-06-10,2025-06-11,2025-06-12,21808.0,21932.0,21931.8,21865.0,66.79999999999927,302.09999999999854,273
5m_data,FGD,2025-06-11,2025-06-12,2025-06-13,21931.8,21865.0,21854.1,21895.8,41.70000000000073,259.2999999999993,273
5m_data,FRD,2025-06-12,2025-06-13,2025-06-16,21854.1,21895.8,21894.9,21646.3,248.60000000000218,438.1000000000022,273
5m_data,FGD,2025-06-13,2025-06-16,2025-06-17,21894.9,21646.3,21536.1,21947.5,411.40000000000146,471.5,273
5m_data,FRD,2025-06-16,2025-06-17,2025-06-18,21536.1,21947.5,21951.5,21739.1,212.40000000000146,266.0,273
5m_data,FGD,2025-06-17,2025-06-18,2025-06-19,21951.5,21739.1,21722.2,21749.0,26.799999999999272,232.40000000000146,228
5m_data,FRD,2025-06-18,2025-06-19,2025-06-20,21722.2,21749.0,21744.4,21494.4,250.0,315.40000000000146,273
5m_data,FGD,2025-06-19,2025-06-20,2025-06-23,21744.4,21494.4,21558.2,21665.7,107.5,375.5,273
5m_data,FRD,2025-06-30,2025-07-01,2025-07-02,22568.6,22670.0,22672.8,22499.2,173.59999999999854,318.2999999999993,273
5m_data,FGD,2025-07-01,2025-07-02,2025-07-03,22672.8,22499.2,22492.3,22661.3,169.0,272.0,231
5m_data,FRD,2025-07-03,2025-07-04,2025-07-07,22651.8,22864.8,22858.2,22716.6,141.60000000000218,178.59999999999854,273
5m_data,FGD,2025-07-07,2025-07-08,2025-07-09,22793.4,22656.7,22657.2,22725.0,67.79999999999927,162.29999999999927,273
5m_data,FRD,2025-07-09,2025-07-10,2025-07-11,22729.8,22867.5,22863.3,22837.6,25.700000000000728,187.40000000000146,273
5m_data,FGD,2025-07-11,2025-07-14,2025-07-15,22839.0,22767.6,22701.1,22874.8,173.70000000000073,263.2000000000007,273
5m_data,FRD,2025-07-14,2025-07-15,2025-07-16,22701.1,22874.8,22874.6,22860.4,14.19999999999709,225.70000000000073,273
5m_data,FGD,2025-07-15,2025-07-16,2025-07-17,22874.6,22860.4,22867.1,22907.2,40.10000000000218,263.2000000000007,273
5m_data,FRD,2025-07-17,2025-07-18,2025-07-21,22913.5,23112.1,23103.5,23077.7,25.799999999999272,145.70000000000073,273
5m_data,FGD,2025-07-18,2025-07-21,2025-07-22,23103.5,23077.7,23086.0,23204.4,118.40000000000146,219.89999999999782,273
5m_data,FRD,2025-07-21,2025-07-22,2025-07-23,23086.0,23204.4,23199.9,23059.0,140.90000000000146,256.5,273
5m_data,FGD,2025-07-22,2025-07-23,2025-07-24,23199.9,23059.0,23052.3,23274.3,222.0,269.2000000000007,273
5m_data,FRD,2025-07-23,2025-07-24,2025-07-25,23052.3,23274.3,23262.7,23260.8,1.9000000000014552,123.59999999999854,273
5m_data,FGD,2025-07-24,2025-07-25,2025-07-28,23262.7,23260.8,23261.3,23316.0,54.70000000000073,145.0,273
5m_data,FRD,2025-07-25,2025-07-28,2025-07-29,23261.3,23316.0,23394.7,23385.8,8.900000000001455,147.90000000000146,273
5m_data,FGD,2025-07-29,2025-07-30,2025-07-31,23385.8,23331.8,23335.4,23544.1,208.6999999999971,328.8000000000029,273
5m_data,FRD,2025-07-30,2025-07-31,2025-08-01,23335.4,23544.1,23592.8,23212.3,380.5,538.4000000000015,273
5m_data,FGD,2025-08-01,2025-08-04,2025-08-05,23203.2,22753.1,22740.9,23245.6,504.6999999999971,533.4000000000015,273
5m_data,FRD,2025-08-04,2025-08-05,2025-08-06,22740.9,23245.6,23253.6,22988.6,265.0,318.0,273
5m_data,FGD,2025-08-05,2025-08-06,2025-08-07,23253.6,22988.6,22998.4,23312.5,314.09999999999854,398.40000000000146,273
5m_data,FRD,2025-08-08,2025-08-11,2025-08-12,23425.4,23670.9,23671.1,23539.8,131.29999999999927,217.39999999999782,273
5m_data,FGD,2025-08-11,2025-08-12,2025-08-13,23671.1,23539.8,23543.7,23862.3,318.59999999999854,356.3999999999978,273
5m_data,FRD,2025-08-12,2025-08-13,2025-08-14,23543.7,23862.3,23855.2,23843.5,11.700000000000728,181.5,273
5m_data,FGD,2025-08-21,2025-08-22,2025-08-25,23256.0,23155.6,23158.9,23517.6,358.6999999999971,571.6999999999971,273
5m_data,FRD,2025-08-22,2025-08-25,2025-08-26,23158.9,23517.6,23532.4,23444.9,87.5,171.5,273
5m_data,FGD,2025-08-25,2025-08-26,2025-08-27,23532.4,23444.9,23450.6,23553.5,102.90000000000146,240.20000000000073,273
5m_data,FRD,2025-08-26,2025-08-27,2025-08-28,23450.6,23553.5,23555.4,23490.2,65.20000000000073,166.29999999999927,273
5m_data,FGD,2025-08-27,2025-08-28,2025-08-29,23555.4,23490.2,23499.0,23713.0,214.0,314.5,273
5m_data,FRD,2025-08-28,2025-08-29,2025-09-01,23499.0,23713.0,23709.3,23406.5,302.7999999999993,359.0,228
5m_data,FGD,2025-08-29,2025-09-01,2025-09-02,23709.3,23406.5,23445.0,23463.0,18.0,181.20000000000073,273
5m_data,FRD,2025-09-01,2025-09-02,2025-09-03,23445.0,23463.0,23462.6,23342.5,120.09999999999854,474.0,273
5m_data,FGD,2025-09-02,2025-09-03,2025-09-04,23462.6,23342.5,23351.7,23421.4,69.70000000000073,225.6999999999971,273
5m_data,FRD,2025-09-04,2025-09-05,2025-09-08,23422.6,23649.4,23669.1,23639.2,29.899999999997817,395.8999999999978,273
5m_data,FGD,2025-09-05,2025-09-08,2025-09-09,23669.1,23639.2,23658.2,23769.6,111.39999999999782,234.89999999999782,273
5m_data,FRD,2025-09-09,2025-09-10,2025-09-11,23773.8,23863.2,23877.7,23834.1,43.60000000000218,241.0,273
5m_data,FGD,2025-09-10,2025-09-11,2025-09-12,23877.7,23834.1,23834.7,23985.9,151.20000000000073,190.0,273
5m_data,FRD,2025-09-16,2025-09-17,2025-09-18,24303.2,24303.6,24306.0,24278.6,27.400000000001455,307.7000000000007,273
5m_data,FGD,2025-09-17,2025-09-18,2025-09-19,24306.0,24278.6,24277.5,24493.5,216.0,320.0,273
5m_data,FRD,2025-09-22,2025-09-23,2025-09-24,24637.4,24780.3,24782.6,24621.7,160.89999999999782,244.29999999999927,273
5m_data,FGD,2025-09-25,2025-09-26,2025-09-29,24542.5,24428.5,24426.3,24522.5,96.20000000000073,226.09999999999854,273
DAT_MT_AUDUSD_M1_2025,FRD,2025-01-01,2025-01-02,2025-01-03,0.61804,0.62166,0.62167,0.62149,0.00017999999999995797,0.0028799999999999937,1019
DAT_MT_AUDUSD_M1_2025,FGD,2025-01-03,2025-01-05,2025-01-06,0.6215,0.62148,0.62094,0.62221,0.0012699999999999934,0.0035400000000000986,1432
DAT_MT_AUDUSD_M1_2025,FRD,2025-01-06,2025-01-07,2025-01-08,0.62221,0.62576,0.62575,0.62284,0.002910000000000079,0.00763999999999998,1436
DAT_MT_AUDUSD_M1_2025,FGD,2025-01-12,2025-01-13,2025-01-14,0.61441,0.61324,0.61324,0.61876,0.005519999999999969,0.007159999999999944,1431
DAT_MT_AUDUSD_M1_2025,FRD,2025-01-15,2025-01-16,2025-01-17,0.61943,0.62053,0.62053,0.61983,0.0007000000000000339,0.003689999999999971,1020
DAT_MT_AUDUSD_M1_2025,FGD,2025-01-17,2025-01-19,2025-01-20,0.61982,0.61896,0.61964,0.62129,0.0016500000000000403,0.002850000000000019,1431
DAT_MT_AUDUSD_M1_2025,FRD,2025-01-23,2025-01-24,2025-01-26,0.62745,0.63139,0.63142,0.63097,0.00044999999999995044,0.0029000000000000137,416
DAT_MT_AUDUSD_M1_2025,FGD,2025-02-02,2025-02-03,2025-02-04,0.61611,0.61155,0.61156,0.61937,0.007809999999999984,0.012319999999999998,1429
DAT_MT_AUDUSD_M1_2025,FRD,2025-02-06,2025-02-07,2025-02-09,0.62619,0.6283,0.62829,0.62696,0.0013300000000000534,0.004790000000000072,420
DAT_MT_AUDUSD_M1_2025,FGD,2025-02-07,2025-02-09,2025-02-10,0.62829,0.62696,0.62326,0.62707,0.00380999999999998,0.003929999999999989,1434
DAT_MT_AUDUSD_M1_2025,FRD,2025-02-16,2025-02-17,2025-02-18,0.63444,0.63665,0.63665,0.63529,0.0013600000000000279,0.0039599999999999635,1428
DAT_MT_AUDUSD_M1_2025,FGD,2025-02-17,2025-02-18,2025-02-19,0.63665,0.63529,0.6353,0.63628,0.0009799999999999809,0.0024899999999999922,1430
DAT_MT_AUDUSD_M1_2025,FRD,2025-02-18,2025-02-19,2025-02-20,0.6353,0.63628,0.63628,0.63615,0.00012999999999996348,0.004229999999999956,1434
DAT_MT_AUDUSD_M1_2025,FGD,2025-02-19,2025-02-20,2025-02-21,0.63628,0.63615,0.63614,0.63957,0.003429999999999933,0.0047000000000000375,1019
DAT_MT_AUDUSD_M1_2025,FRD,2025-02-20,2025-02-21,2025-02-23,0.63614,0.63957,0.63956,0.63534,0.0042200000000000015,0.004570000000000074,415
DAT_MT_AUDUSD_M1_2025,FGD,2025-02-21,2025-02-23,2025-02-24,0.63956,0.63534,0.63603,0.63809,0.0020600000000000618,0.0033399999999998986,1426
DAT_MT_AUDUSD_M1_2025,FRD,2025-02-23,2025-02-24,2025-02-25,0.63603,0.63809,0.63808,0.63491,0.003170000000000006,0.004549999999999943,1425
DAT_MT_AUDUSD_M1_2025,FGD,2025-02-28,2025-03-02,2025-03-03,0.62122,0.62025,0.62135,0.62194,0.0005900000000000905,0.0022499999999999742,1436
DAT_MT_AUDUSD_M1_2025,FRD,2025-03-02,2025-03-03,2025-03-04,0.62135,0.62194,0.6219,0.61947,0.0024300000000000432,0.006440000000000001,1438
DAT_MT_AUDUSD_M1_2025,FGD,2025-03-03,2025-03-04,2025-03-05,0.6219,0.61947,0.61945,0.6248,0.005350000000000077,0.00924999999999998,1436
DAT_MT_AUDUSD_M1_2025,FRD,2025-03-05,2025-03-06,2025-03-07,0.62482,0.63467,0.63465,0.63053,0.0041200000000000125,0.006349999999999967,1020
DAT_MT_AUDUSD_M1_2025,FGD,2025-03-10,2025-03-11,2025-03-12,0.63059,0.6277,0.62769,0.62885,0.0011600000000000499,0.00490999999999997,1425
DAT_MT_AUDUSD_M1_2025,FRD,2025-03-12,2025-03-13,2025-03-14,0.62885,0.63097,0.63097,0.62932,0.0016500000000000403,0.004109999999999947,960
DAT_MT_AUDUSD_M1_2025,FGD,2025-03-13,2025-03-14,2025-03-16,0.63097,0.62932,0.62933,0.63207,0.0027400000000000757,0.004149999999999987,475
DAT_MT_AUDUSD_M1_2025,FRD,2025-03-17,2025-03-18,2025-03-19,0.63253,0.63736,0.63738,0.63557,0.0018099999999999783,0.0047000000000000375,1433
DAT_MT_AUDUSD_M1_2025,FGD,2025-03-21,2025-03-23,2025-03-24,0.62884,0.62676,0.62664,0.62783,0.0011900000000000244,0.0028199999999999337,1426
DAT_MT_AUDUSD_M1_2025,FRD,2025-03-26,2025-03-27,2025-03-28,0.631,0.63127,0.63126,0.62822,0.0030400000000000427,0.0037399999999999656,960
DAT_MT_AUDUSD_M1_2025,FGD,2025-03-27,2025-03-28,2025-03-30,0.63126,0.62822,0.62823,0.62829,6.0000000000060005e-05,0.003009999999999957,352
DAT_MT_AUDUSD_M1_2025,FRD,2025-03-28,2025-03-30,2025-03-31,0.62823,0.62829,0.62843,0.62802,0.00041000000000002146,0.0028000000000000247,1434
DAT_MT_AUDUSD_M1_2025,FGD,2025-03-31,2025-04-01,2025-04-02,0.628,0.62479,0.62478,0.62981,0.005029999999999979,0.005909999999999971,1436
DAT_MT_AUDUSD_M1_2025,FRD,2025-04-01,2025-04-02,2025-04-03,0.62478,0.62981,0.6298,0.62724,0.0025600000000000067,0.011479999999999935,1417
DAT_MT_AUDUSD_M1_2025,FGD,2025-04-04,2025-04-06,2025-04-07,0.62538,0.60372,0.59919,0.60229,0.0030999999999999917,0.009580000000000033,1432
DAT_MT_AUDUSD_M1_2025,FRD,2025-04-07,2025-04-08,2025-04-09,0.6023,0.6029,0.60284,0.5964,0.006440000000000001,0.017160000000000064,1436
DAT_MT_AUDUSD_M1_2025,FGD,2025-04-08,2025-04-09,2025-04-10,0.60284,0.5964,0.59639,0.61747,0.021079999999999988,0.02265000000000006,1435
DAT_MT_AUDUSD_M1_2025,FRD,2025-04-11,2025-04-13,2025-04-14,0.62421,0.62865,0.6303,0.62885,0.0014499999999999513,0.003589999999999982,1435
DAT_MT_AUDUSD_M1_2025,FGD,2025-04-13,2025-04-14,2025-04-15,0.6303,0.62885,0.62886,0.63529,0.006430000000000047,0.008010000000000073,1436
DAT_MT_AUDUSD_M1_2025,FRD,2025-04-14,2025-04-15,2025-04-16,0.62886,0.63529,0.63529,0.63461,0.0006800000000000139,0.00611000000000006,1433
DAT_MT_AUDUSD_M1_2025,FGD,2025-04-15,2025-04-16,2025-04-17,0.63529,0.63461,0.63464,0.63514,0.000500000000000056,0.005089999999999928,1422
DAT_MT_AUDUSD_M1_2025,FRD,2025-04-17,2025-04-18,2025-04-20,0.63517,0.63751,0.63753,0.63731,0.00021999999999999797,0.0016399999999999748,411
DAT_MT_AUDUSD_M1_2025,FGD,2025-04-18,2025-04-20,2025-04-21,0.63753,0.63731,0.63684,0.64241,0.005570000000000075,0.006060000000000065,1436
DAT_MT_AUDUSD_M1_2025,FRD,2025-04-21,2025-04-22,2025-04-23,0.64242,0.64329,0.64329,0.63913,0.0041600000000000525,0.009029999999999982,1433
DAT_MT_AUDUSD_M1_2025,FGD,2025-04-23,2025-04-24,2025-04-25,0.63911,0.6359,0.6359,0.64138,0.005479999999999929,0.007739999999999969,1019
DAT_MT_AUDUSD_M1_2025,FRD,2025-04-24,2025-04-25,2025-04-27,0.6359,0.64138,0.6414,0.63957,0.0018299999999999983,0.004070000000000018,413
DAT_MT_AUDUSD_M1_2025,FGD,2025-04-25,2025-04-27,2025-04-28,0.6414,0.63957,0.63835,0.63855,0.00019999999999997797,0.003269999999999995,1433
DAT_MT_AUDUSD_M1_2025,FRD,2025-04-28,2025-04-29,2025-04-30,0.63854,0.64156,0.64156,0.63978,0.0017800000000000038,0.005739999999999967,1413
DAT_MT_AUDUSD_M1_2025,FGD,2025-04-29,2025-04-30,2025-05-01,0.64156,0.63978,0.63979,0.64065,0.0008600000000000829,0.007140000000000035,1436
DAT_MT_AUDUSD_M1_2025,FRD,2025-05-04,2025-05-05,2025-05-06,0.64428,0.64627,0.64628,0.64599,0.00029000000000001247,0.005099999999999993,1436
DAT_MT_AUDUSD_M1_2025,FGD,2025-05-05,2025-05-06,2025-05-07,0.64628,0.64599,0.64599,0.64843,0.0024399999999999977,0.007670000000000066,1432
DAT_MT_AUDUSD_M1_2025,FRD,2025-05-06,2025-05-07,2025-05-08,0.64599,0.64843,0.64843,0.64565,0.0027800000000000047,0.007070000000000021,1434
DAT_MT_AUDUSD_M1_2025,FGD,2025-05-08,2025-05-09,2025-05-11,0.64563,0.64053,0.64054,0.6409,0.00036000000000002697,0.0038799999999999946,417
DAT_MT_AUDUSD_M1_2025,FRD,2025-05-11,2025-05-12,2025-05-13,0.64284,0.64302,0.643,0.6398,0.0031999999999999806,0.010680000000000023,1433
DAT_MT_AUDUSD_M1_2025,FGD,2025-05-12,2025-05-13,2025-05-14,0.643,0.6398,0.63981,0.64758,0.007770000000000055,0.008959999999999968,1436
DAT_MT_AUDUSD_M1_2025,FRD,2025-05-13,2025-05-14,2025-05-15,0.63981,0.64758,0.6476,0.64405,0.003549999999999942,0.008110000000000062,1428
DAT_MT_AUDUSD_M1_2025,FGD,2025-05-16,2025-05-18,2025-05-19,0.64211,0.64003,0.63957,0.64114,0.0015700000000000713,0.002610000000000001,1433
DAT_MT_AUDUSD_M1_2025,FRD,2025-05-20,2025-05-21,2025-05-22,0.64473,0.64482,0.64482,0.64423,0.0005899999999999794,0.0042400000000000215,1435
DAT_MT_AUDUSD_M1_2025,FGD,2025-05-22,2025-05-23,2025-05-25,0.64423,0.64335,0.64332,0.64925,0.005929999999999991,0.00717000000000001,413
DAT_MT_AUDUSD_M1_2025,FRD,2025-05-25,2025-05-26,2025-05-27,0.64824,0.6521,0.65209,0.64777,0.0043199999999999905,0.005569999999999964,1435
DAT_MT_AUDUSD_M1_2025,FGD,2025-05-28,2025-05-29,2025-05-30,0.64437,0.6424,0.64239,0.64259,0.00019999999999997797,0.0043400000000000105,1019
DAT_MT_AUDUSD_M1_2025,FRD,2025-06-02,2025-06-03,2025-06-04,0.64511,0.64652,0.64649,0.64631,0.00017999999999995797,0.0035800000000000276,1433
DAT_MT_AUDUSD_M1_2025,FGD,2025-06-03,2025-06-04,2025-06-05,0.64649,0.64631,0.64631,0.64873,0.0024199999999999777,0.005879999999999996,1435
DAT_MT_AUDUSD_M1_2025,FRD,2025-06-05,2025-06-06,2025-06-08,0.64872,0.65005,0.65003,0.64877,0.0012600000000000389,0.0027200000000000557,411
DAT_MT_AUDUSD_M1_2025,FGD,2025-06-06,2025-06-08,2025-06-09,0.65003,0.64877,0.6496,0.65113,0.0015300000000000313,0.0024399999999999977,1430
DAT_MT_AUDUSD_M1_2025,FRD,2025-06-09,2025-06-10,2025-06-11,0.65114,0.65276,0.65278,0.65143,0.0013500000000000734,0.004329999999999945,1434
DAT_MT_AUDUSD_M1_2025,FGD,2025-06-12,2025-06-13,2025-06-15,0.65021,0.64806,0.64807,0.64821,0.00013999999999991797,0.005719999999999947,408
DAT_MT_AUDUSD_M1_2025,FRD,2025-06-13,2025-06-15,2025-06-16,0.64807,0.64821,0.64801,0.64732,0.0006899999999999684,0.002989999999999937,1432
DAT_MT_AUDUSD_M1_2025,FGD,2025-06-15,2025-06-16,2025-06-17,0.64801,0.64732,0.64731,0.65313,0.005819999999999936,0.007849999999999913,1428
DAT_MT_AUDUSD_M1_2025,FRD,2025-06-16,2025-06-17,2025-06-18,0.64731,0.65313,0.65314,0.64912,0.0040200000000000236,0.007789999999999964,1435
DAT_MT_AUDUSD_M1_2025,FGD,2025-06-17,2025-06-18,2025-06-19,0.65314,0.64912,0.64911,0.64917,6.0000000000060005e-05,0.006229999999999958,1430
DAT_MT_AUDUSD_M1_2025,FRD,2025-06-18,2025-06-19,2025-06-20,0.64911,0.64917,0.64918,0.64915,2.999999999997449e-05,0.004850000000000021,1020
DAT_MT_AUDUSD_M1_2025,FGD,2025-06-22,2025-06-23,2025-06-24,0.6424,0.64027,0.64027,0.64903,0.00875999999999999,0.012430000000000052,1438
DAT_MT_AUDUSD_M1_2025,FRD,2025-06-26,2025-06-27,2025-06-29,0.65322,0.65479,0.65478,0.65271,0.0020700000000000163,0.005269999999999997,409
DAT_MT_AUDUSD_M1_2025,FGD,2025-06-27,2025-06-29,2025-06-30,0.65478,0.65271,0.65319,0.6532,9.99999999995449e-06,0.0016299999999999093,1439
DAT_MT_AUDUSD_M1_2025,FRD,2025-07-01,2025-07-02,2025-07-03,0.65676,0.65796,0.65797,0.65665,0.0013200000000000989,0.0045399999999999885,1417
DAT_MT_AUDUSD_M1_2025,FGD,2025-07-02,2025-07-03,2025-07-04,0.65797,0.65665,0.65663,0.65693,0.00029999999999996696,0.0046999999999999265,1016
DAT_MT_AUDUSD_M1_2025,FRD,2025-07-03,2025-07-04,2025-07-06,0.65663,0.65693,0.65692,0.65454,0.0023799999999999377,0.0032800000000000606,405
DAT_MT_AUDUSD_M1_2025,FGD,2025-07-07,2025-07-08,2025-07-09,0.65152,0.65129,0.65128,0.65221,0.0009299999999999864,0.0050200000000000244,1437
DAT_MT_AUDUSD_M1_2025,FRD,2025-07-10,2025-07-11,2025-07-13,0.65436,0.65851,0.65851,0.65736,0.0011499999999999844,0.0021200000000000108,414
DAT_MT_AUDUSD_M1_2025,FGD,2025-07-11,2025-07-13,2025-07-14,0.65851,0.65736,0.65605,0.65678,0.0007300000000000084,0.002950000000000008,1433
DAT_MT_AUDUSD_M1_2025,FRD,2025-07-13,2025-07-14,2025-07-15,0.65605,0.65678,0.65676,0.65462,0.0021400000000000308,0.0036400000000000876,1433
DAT_MT_AUDUSD_M1_2025,FGD,2025-07-16,2025-07-17,2025-07-18,0.65224,0.6487,0.64872,0.65021,0.0014899999999999913,0.005639999999999978,1019
DAT_MT_AUDUSD_M1_2025,FRD,2025-07-18,2025-07-20,2025-07-21,0.65022,0.65049,0.65165,0.65074,0.0009099999999999664,0.0019599999999999618,1425
DAT_MT_AUDUSD_M1_2025,FGD,2025-07-20,2025-07-21,2025-07-22,0.65165,0.65074,0.65076,0.65193,0.0011700000000000044,0.003129999999999966,1428
DAT_MT_AUDUSD_M1_2025,FRD,2025-07-23,2025-07-24,2025-07-25,0.65616,0.66145,0.66145,0.6584,0.003049999999999997,0.0046199999999999575,1019
DAT_MT_AUDUSD_M1_2025,FGD,2025-07-31,2025-08-01,2025-08-03,0.64564,0.64356,0.64357,0.64684,0.003269999999999995,0.007440000000000002,406
DAT_MT_AUDUSD_M1_2025,FRD,2025-08-03,2025-08-04,2025-08-05,0.64645,0.64815,0.64814,0.64544,0.0027000000000000357,0.0035600000000000076,1437
DAT_MT_AUDUSD_M1_2025,FGD,2025-08-04,2025-08-05,2025-08-06,0.64814,0.64544,0.64544,0.64883,0.003390000000000004,0.004109999999999947,1427
DAT_MT_AUDUSD_M1_2025,FRD,2025-08-07,2025-08-08,2025-08-10,0.65108,0.65209,0.6521,0.65202,7.999999999996898e-05,0.0020599999999999508,405
DAT_MT_AUDUSD_M1_2025,FGD,2025-08-08,2025-08-10,2025-08-11,0.6521,0.65202,0.65197,0.65256,0.0005899999999999794,0.0013500000000000734,1431
DAT_MT_AUDUSD_M1_2025,FRD,2025-08-10,2025-08-11,2025-08-12,0.65197,0.65256,0.65254,0.65182,0.0007200000000000539,0.00273000000000001,1431
DAT_MT_AUDUSD_M1_2025,FGD,2025-08-11,2025-08-12,2025-08-13,0.65254,0.65182,0.65181,0.65282,0.0010099999999999554,0.005859999999999976,1430
DAT_MT_AUDUSD_M1_2025,FRD,2025-08-13,2025-08-14,2025-08-15,0.6528,0.65473,0.65473,0.6502,0.004530000000000034,0.007060000000000066,1019
DAT_MT_AUDUSD_M1_2025,FGD,2025-08-14,2025-08-15,2025-08-17,0.65473,0.6502,0.6502,0.65035,0.00014999999999998348,0.0024700000000000832,389
DAT_MT_AUDUSD_M1_2025,FRD,2025-08-17,2025-08-18,2025-08-19,0.65073,0.65197,0.65196,0.64866,0.0032999999999999696,0.004290000000000016,1432
DAT_MT_AUDUSD_M1_2025,FGD,2025-08-20,2025-08-21,2025-08-22,0.64321,0.64213,0.64213,0.64221,7.999999999996898e-05,0.0025100000000000122,1020
DAT_MT_AUDUSD_M1_2025,FRD,2025-08-22,2025-08-24,2025-08-25,0.64223,0.64875,0.64896,0.64865,0.00031000000000003247,0.0023300000000000542,1431
DAT_MT_AUDUSD_M1_2025,FGD,2025-08-25,2025-08-26,2025-08-27,0.64867,0.64725,0.64722,0.64879,0.0015699999999999603,0.003450000000000064,1438
DAT_MT_AUDUSD_M1_2025,FRD,2025-08-31,2025-09-01,2025-09-02,0.65429,0.65469,0.65469,0.654,0.0006899999999999684,0.0025200000000000777,1428
DAT_MT_AUDUSD_M1_2025,FGD,2025-09-02,2025-09-03,2025-09-04,0.65403,0.65176,0.65177,0.65327,0.0015000000000000568,0.005240000000000022,1432
DAT_MT_AUDUSD_M1_2025,FRD,2025-09-03,2025-09-04,2025-09-05,0.65177,0.65327,0.65328,0.65303,0.00024999999999997247,0.003670000000000062,1020
DAT_MT_AUDUSD_M1_2025,FGD,2025-09-04,2025-09-05,2025-09-07,0.65328,0.65303,0.65304,0.65521,0.0021700000000000053,0.006220000000000003,413
DAT_MT_AUDUSD_M1_2025,FRD,2025-09-11,2025-09-12,2025-09-14,0.66126,0.66616,0.66616,0.66483,0.0013299999999999423,0.0035199999999999676,413
DAT_MT_AUDUSD_M1_2025,FGD,2025-09-12,2025-09-14,2025-09-15,0.66616,0.66483,0.66275,0.66604,0.003290000000000015,0.0037200000000000566,1431
DAT_MT_AUDUSD_M1_2025,FRD,2025-09-16,2025-09-17,2025-09-18,0.66684,0.66759,0.66756,0.6642,0.0033600000000000296,0.007359999999999922,1433
DAT_MT_AUDUSD_M1_2025,FGD,2025-09-19,2025-09-21,2025-09-22,0.66116,0.65892,0.65878,0.65935,0.0005699999999999594,0.0016599999999999948,1430
DAT_MT_AUDUSD_M1_2025,FRD,2025-09-21,2025-09-22,2025-09-23,0.65878,0.65935,0.65935,0.65871,0.0006399999999999739,0.0027599999999999847,1433
DAT_MT_AUDUSD_M1_2025,FGD,2025-09-22,2025-09-23,2025-09-24,0.65935,0.65871,0.65872,0.6615,0.0027800000000000047,0.0041800000000000725,1433
DAT_MT_AUDUSD_M1_2025,FRD,2025-09-23,2025-09-24,2025-09-25,0.65872,0.6615,0.66152,0.6599,0.0016199999999999548,0.005349999999999966,1435
DAT_MT_AUDUSD_M1_2025,FGD,2025-09-25,2025-09-26,2025-09-28,0.65992,0.6542,0.65419,0.65438,0.00018999999999991246,0.003109999999999946,398
DAT_MT_AUDUSD_M1_2025,FRD,2025-10-01,2025-10-02,2025-10-03,0.65944,0.66151,0.66151,0.65977,0.0017400000000000748,0.004770000000000052,1019
DAT_MT_AUDUSD_M1_2025,FGD,2025-10-02,2025-10-03,2025-10-05,0.66151,0.65977,0.65975,0.66008,0.0003300000000000525,0.0025199999999999667,420
DAT_MT_AUDUSD_M1_2025,FRD,2025-10-06,2025-10-07,2025-10-08,0.66081,0.66185,0.66186,0.65664,0.005220000000000002,0.006179999999999963,1434
DAT_MT_AUDUSD_M1_2025,FGD,2025-10-07,2025-10-08,2025-10-09,0.66186,0.65664,0.65664,0.66006,0.0034199999999999786,0.0045200000000000795,1429
