symbol,setup_type,d_minus_2,signal_day,trade_day,d2_open,d2_close,d1_open,d1_close,d1_body_abs,d1_range,bars_trade_day
5m_data,FRD,2021-01-13,2021-01-14,2021-01-15,12889.9,12989.1,12984.9,12912.7,72.19999999999891,147.8000000000011,276
5m_data,FGD,2021-01-15,2021-01-18,2021-01-19,12921.8,12774.3,12789.4,12824.6,35.20000000000073,89.79999999999927,273
5m_data,FRD,2021-01-21,2021-01-22,2021-01-25,13297.8,13410.9,13406.8,13366.5,40.29999999999927,98.80000000000109,276
5m_data,FGD,2021-01-22,2021-01-25,2021-01-26,13406.8,13366.5,13382.3,13477.3,95.0,364.7999999999993,276
5m_data,FRD,2021-01-26,2021-01-27,2021-01-28,13465.9,13566.1,13559.2,13073.6,485.60000000000036,701.1999999999989,276
5m_data,FGD,2021-01-27,2021-01-28,2021-01-29,13559.2,13073.6,13047.6,13167.7,120.10000000000036,488.0,276
5m_data,FRD,2021-01-28,2021-01-29,2021-02-01,13047.6,13167.7,13166.7,12882.3,284.40000000000146,354.89999999999964,276
5m_data,FGD,2021-01-29,2021-02-01,2021-02-02,13166.7,12882.3,12857.2,13238.2,381.0,542.7000000000007,276
5m_data,FRD,2021-02-02,2021-02-03,2021-02-04,13239.9,13508.4,13513.4,13427.2,86.19999999999891,195.8000000000011,276
5m_data,FGD,2021-02-03,2021-02-04,2021-02-05,13513.4,13427.2,13442.8,13571.7,128.90000000000146,222.39999999999964,276
5m_data,FRD,2021-02-09,2021-02-10,2021-02-11,13687.2,13705.2,13700.2,13672.9,27.30000000000109,251.1999999999989,276
5m_data,FGD,2021-02-10,2021-02-11,2021-02-12,13700.2,13672.9,13664.9,13717.9,53.0,130.29999999999927,276
5m_data,FRD,2021-02-15,2021-02-16,2021-02-17,13830.9,13879.4,13872.0,13762.3,109.70000000000073,183.6999999999989,276
5m_data,FGD,2021-02-23,2021-02-24,2021-02-25,13227.2,13162.5,13170.7,13316.1,145.39999999999964,376.39999999999964,276
5m_data,FRD,2021-02-24,2021-02-25,2021-02-26,13170.7,13316.1,13304.8,12791.8,513.0,589.0,276
5m_data,FGD,2021-02-25,2021-02-26,2021-03-01,13304.8,12791.8,12794.1,12909.9,115.79999999999927,425.0,276
5m_data,FRD,2021-03-01,2021-03-02,2021-03-03,12971.1,13317.7,13309.9,13059.5,250.39999999999964,279.3000000000011,276
5m_data,FGD,2021-03-04,2021-03-05,2021-03-08,12678.2,12434.9,12433.3,12656.2,222.90000000000146,488.8000000000011,276
5m_data,FRD,2021-03-05,2021-03-08,2021-03-09,12433.3,12656.2,12723.2,12336.8,386.40000000000146,475.0,276
5m_data,FGD,2021-03-08,2021-03-09,2021-03-10,12723.2,12336.8,12336.8,12792.1,455.3000000000011,540.8999999999996,276
5m_data,FRD,2021-03-09,2021-03-10,2021-03-11,12336.8,12792.1,12811.1,12792.5,18.600000000000364,288.5,276
5m_data,FGD,2021-03-10,2021-03-11,2021-03-12,12811.1,12792.5,12789.8,13046.8,257.0,394.7999999999993,276
5m_data,FRD,2021-03-11,2021-03-12,2021-03-15,12789.8,13046.8,13049.9,12941.7,108.19999999999891,323.10000000000036,276
5m_data,FGD,2021-03-12,2021-03-15,2021-03-16,13049.9,12941.7,12949.2,13091.0,141.79999999999927,226.29999999999927,276
5m_data,FRD,2021-03-17,2021-03-18,2021-03-19,13165.5,13187.1,13188.8,12806.2,382.59999999999854,504.7000000000007,264
5m_data,FGD,2021-03-18,2021-03-19,2021-03-22,13188.8,12806.2,12797.4,12840.9,43.5,215.39999999999964,276
5m_data,FRD,2021-03-22,2021-03-23,2021-03-24,12825.6,13080.1,13080.3,13048.1,32.19999999999891,192.39999999999964,276
5m_data,FGD,2021-03-25,2021-03-26,2021-03-29,12809.6,12806.7,12805.6,12975.0,169.39999999999964,312.0,276
5m_data,FRD,2021-03-26,2021-03-29,2021-03-30,12805.6,12975.0,12985.5,12980.1,5.399999999999636,195.60000000000036,276
5m_data,FGD,2021-03-30,2021-03-31,2021-04-01,12983.6,12906.3,12901.5,13104.9,203.39999999999964,298.60000000000036,276
5m_data,FRD,2021-04-05,2021-04-06,2021-04-07,13349.8,13614.3,13620.0,13597.5,22.5,129.0,276
5m_data,FGD,2021-04-06,2021-04-07,2021-04-08,13620.0,13597.5,13591.0,13635.3,44.29999999999927,127.89999999999964,276
5m_data,FRD,2021-04-13,2021-04-14,2021-04-15,13833.7,13989.6,13985.2,13840.8,144.40000000000146,255.39999999999964,276
5m_data,FGD,2021-04-14,2021-04-15,2021-04-16,13985.2,13840.8,13835.2,14012.1,176.89999999999964,244.3000000000011,276
5m_data,FRD,2021-04-16,2021-04-19,2021-04-20,14006.0,14038.2,13998.9,13907.7,91.19999999999891,231.09999999999854,276
5m_data,FGD,2021-04-20,2021-04-21,2021-04-22,13908.3,13749.9,13752.2,13906.5,154.29999999999927,226.3000000000011,276
5m_data,FRD,2021-04-21,2021-04-22,2021-04-23,13752.2,13906.5,13904.3,13776.6,127.69999999999891,241.20000000000073,276
5m_data,FGD,2021-04-22,2021-04-23,2021-04-26,13904.3,13776.6,13765.4,13919.5,154.10000000000036,242.6999999999989,276
5m_data,FRD,2021-04-26,2021-04-27,2021-04-28,13929.8,14035.6,14028.8,13965.2,63.599999999998545,135.89999999999964,276
5m_data,FGD,2021-04-27,2021-04-28,2021-04-29,14028.8,13965.2,13965.1,13983.1,18.0,118.70000000000073,276
5m_data,FRD,2021-04-28,2021-04-29,2021-04-30,13965.1,13983.1,13981.3,13958.7,22.599999999998545,245.20000000000073,276
5m_data,FGD,2021-05-05,2021-05-06,2021-05-07,13534.6,13497.6,13492.1,13616.7,124.60000000000036,221.89999999999964,276
5m_data,FRD,2021-05-07,2021-05-10,2021-05-11,13620.9,13725.4,13719.0,13320.6,398.39999999999964,446.39999999999964,276
5m_data,FGD,2021-05-10,2021-05-11,2021-05-12,13719.0,13320.6,13320.2,13326.3,6.099999999998545,309.60000000000036,276
5m_data,FRD,2021-05-11,2021-05-12,2021-05-13,13320.2,13326.3,13322.9,12973.8,349.10000000000036,391.2000000000007,276
5m_data,FGD,2021-05-12,2021-05-13,2021-05-14,13322.9,12973.8,12978.3,13100.4,122.10000000000036,308.40000000000146,276
5m_data,FRD,2021-05-14,2021-05-17,2021-05-18,13097.5,13407.9,13389.8,13322.0,67.79999999999927,264.60000000000036,276
5m_data,FGD,2021-05-18,2021-05-19,2021-05-20,13320.3,13195.5,13187.3,13224.6,37.30000000000109,287.2000000000007,276
5m_data,FRD,2021-05-20,2021-05-21,2021-05-24,13218.2,13494.3,13491.9,13419.6,72.29999999999927,173.29999999999927,276
5m_data,FGD,2021-05-21,2021-05-24,2021-05-25,13491.9,13419.6,13390.1,13656.4,266.2999999999993,329.2000000000007,276
5m_data,FRD,2021-05-26,2021-05-27,2021-05-28,13666.7,13709.0,13698.9,13697.7,1.1999999999989086,107.39999999999964,276
5m_data,FGD,2021-06-01,2021-06-02,2021-06-03,13663.3,13652.4,13645.3,13681.0,35.70000000000073,108.89999999999964,276
5m_data,FRD,2021-06-02,2021-06-03,2021-06-04,13645.3,13681.0,13678.0,13532.4,145.60000000000036,244.0,276
5m_data,FGD,2021-06-03,2021-06-04,2021-06-07,13678.0,13532.4,13527.5,13765.9,238.39999999999964,315.60000000000036,276
5m_data,FRD,2021-06-07,2021-06-08,2021-06-09,13770.9,13822.8,13821.1,13812.3,8.800000000001091,173.90000000000146,276
5m_data,FGD,2021-06-08,2021-06-09,2021-06-10,13821.1,13812.3,13808.3,13811.9,3.600000000000364,99.39999999999964,276
5m_data,FRD,2021-06-14,2021-06-15,2021-06-16,14003.6,14125.5,14121.1,14053.2,67.89999999999964,154.0,276
5m_data,FGD,2021-06-16,2021-06-17,2021-06-18,14048.9,13947.0,13945.2,14195.4,250.1999999999989,358.0,276
5m_data,FRD,2021-06-17,2021-06-18,2021-06-21,13945.2,14195.4,14192.2,14034.0,158.20000000000073,200.70000000000073,276
5m_data,FGD,2021-06-18,2021-06-21,2021-06-22,14192.2,14034.0,14024.7,14152.5,127.79999999999927,184.60000000000036,276
5m_data,FRD,2021-06-24,2021-06-25,2021-06-28,14285.1,14374.4,14373.8,14346.0,27.799999999999272,80.5,276
5m_data,FGD,2021-06-25,2021-06-28,2021-06-29,14373.8,14346.0,14351.2,14518.2,167.0,185.90000000000146,276
5m_data,FRD,2021-06-29,2021-06-30,2021-07-01,14510.2,14596.6,14595.2,14570.5,24.700000000000728,79.30000000000109,276
5m_data,FGD,2021-07-01,2021-07-02,2021-07-05,14566.8,14554.5,14547.7,14714.4,166.6999999999989,215.10000000000036,228
5m_data,FRD,2021-07-02,2021-07-05,2021-07-06,14547.7,14714.4,14711.5,14705.7,5.799999999999272,47.0,276
5m_data,FGD,2021-07-05,2021-07-06,2021-07-07,14711.5,14705.7,14707.4,14775.3,67.89999999999964,164.3000000000011,276
5m_data,FRD,2021-07-07,2021-07-08,2021-07-09,14770.6,14821.8,14817.4,14724.7,92.69999999999891,280.5,276
5m_data,FGD,2021-07-08,2021-07-09,2021-07-12,14817.4,14724.7,14718.3,14826.1,107.80000000000109,190.39999999999964,276
5m_data,FRD,2021-07-12,2021-07-13,2021-07-14,14844.7,14887.3,14883.7,14876.2,7.5,200.20000000000073,276
5m_data,FGD,2021-07-13,2021-07-14,2021-07-15,14883.7,14876.2,14872.7,14908.9,36.19999999999891,154.10000000000036,276
5m_data,FRD,2021-07-14,2021-07-15,2021-07-16,14872.7,14908.9,14903.1,14788.0,115.10000000000036,254.10000000000036,276
5m_data,FGD,2021-07-19,2021-07-20,2021-07-21,14678.0,14604.7,14602.2,14738.8,136.59999999999854,265.0,276
5m_data,FRD,2021-07-26,2021-07-27,2021-07-28,15101.7,15136.7,15130.5,14896.1,234.39999999999964,357.10000000000036,276
5m_data,FGD,2021-07-27,2021-07-28,2021-07-29,15130.5,14896.1,14877.5,14996.6,119.10000000000036,208.89999999999964,276
5m_data,FRD,2021-07-28,2021-07-29,2021-07-30,14877.5,14996.6,14991.5,14924.6,66.89999999999964,178.0,276
5m_data,FGD,2021-07-29,2021-07-30,2021-08-02,14991.5,14924.6,14911.2,14977.7,66.5,167.70000000000073,276
5m_data,FRD,2021-07-30,2021-08-02,2021-08-03,14911.2,14977.7,14978.0,14972.3,5.700000000000728,123.20000000000073,276
5m_data,FGD,2021-08-02,2021-08-03,2021-08-04,14978.0,14972.3,14968.1,15048.2,80.10000000000036,200.3000000000011,276
5m_data,FRD,2021-08-05,2021-08-06,2021-08-09,15088.0,15184.8,15172.1,15104.2,67.89999999999964,121.80000000000109,276
5m_data,FGD,2021-08-06,2021-08-09,2021-08-10,15172.1,15104.2,15097.1,15138.5,41.399999999999636,141.70000000000073,276
5m_data,FRD,2021-08-09,2021-08-10,2021-08-11,15097.1,15138.5,15134.4,15058.8,75.60000000000036,162.29999999999927,276
5m_data,FGD,2021-08-11,2021-08-12,2021-08-13,15049.9,15019.1,15010.0,15088.5,78.5,148.60000000000036,276
5m_data,FRD,2021-08-16,2021-08-17,2021-08-18,15119.7,15143.0,15134.3,14976.5,157.79999999999927,236.10000000000036,276
5m_data,FGD,2021-08-18,2021-08-19,2021-08-20,14967.1,14843.9,14838.4,14948.3,109.89999999999964,287.89999999999964,276
5m_data,FRD,2021-08-25,2021-08-26,2021-08-27,15360.8,15372.2,15368.1,15291.8,76.30000000000109,112.60000000000036,276
5m_data,FGD,2021-08-26,2021-08-27,2021-08-30,15368.1,15291.8,15284.0,15432.2,148.20000000000073,178.1999999999989,276
5m_data,FRD,2021-08-30,2021-08-31,2021-09-01,15437.0,15611.0,15604.4,15603.2,1.1999999999989086,159.10000000000036,276
5m_data,FGD,2021-08-31,2021-09-01,2021-09-02,15604.4,15603.2,15598.6,15614.0,15.399999999999636,119.10000000000036,276
5m_data,FRD,2021-09-01,2021-09-02,2021-09-03,15598.6,15614.0,15606.6,15601.5,5.100000000000364,129.39999999999964,276
5m_data,FGD,2021-09-02,2021-09-03,2021-09-06,15606.6,15601.5,15597.0,15655.7,58.70000000000073,117.29999999999927,228
5m_data,FRD,2021-09-06,2021-09-07,2021-09-08,15652.6,15701.3,15696.2,15672.2,24.0,94.20000000000073,276
5m_data,FGD,2021-09-10,2021-09-13,2021-09-14,15557.1,15449.9,15449.3,15461.3,12.0,210.6999999999989,276
5m_data,FRD,2021-09-13,2021-09-14,2021-09-15,15449.3,15461.3,15452.0,15405.1,46.899999999999636,177.5,276
5m_data,FGD,2021-09-14,2021-09-15,2021-09-16,15452.0,15405.1,15399.5,15525.2,125.70000000000073,207.10000000000036,276
5m_data,FRD,2021-09-15,2021-09-16,2021-09-17,15399.5,15525.2,15521.3,15516.5,4.799999999999272,173.39999999999964,276
5m_data,FGD,2021-09-20,2021-09-21,2021-09-22,15302.9,15011.0,15008.9,15010.7,1.8000000000010914,199.39999999999964,276
5m_data,FRD,2021-09-24,2021-09-27,2021-09-28,15312.5,15336.2,15333.2,15190.1,143.10000000000036,314.8000000000011,276
5m_data,FGD,2021-09-30,2021-10-01,2021-10-04,14783.6,14710.1,14716.9,14792.9,76.0,279.5,276
5m_data,FRD,2021-10-01,2021-10-04,2021-10-05,14716.9,14792.9,14790.6,14503.7,286.89999999999964,466.89999999999964,276
5m_data,FGD,2021-10-04,2021-10-05,2021-10-06,14790.6,14503.7,14501.3,14676.1,174.8000000000011,343.10000000000036,276
5m_data,FRD,2021-10-07,2021-10-08,2021-10-11,14777.4,14904.8,14898.8,14819.6,79.19999999999891,203.60000000000036,276
5m_data,FGD,2021-10-12,2021-10-13,2021-10-14,14699.3,14613.2,14603.3,14782.8,179.5,198.09999999999854,276
5m_data,FRD,2021-10-19,2021-10-20,2021-10-21,15299.3,15426.0,15421.7,15372.5,49.20000000000073,126.80000000000109,276
5m_data,FGD,2021-10-20,2021-10-21,2021-10-22,15421.7,15372.5,15368.1,15396.2,28.100000000000364,182.6999999999989,276
5m_data,FRD,2021-10-21,2021-10-22,2021-10-25,15368.1,15396.2,15390.7,15339.5,51.20000000000073,189.3000000000011,276
5m_data,FGD,2021-10-22,2021-10-25,2021-10-26,15390.7,15339.5,15335.3,15558.6,223.3000000000011,249.20000000000073,276
5m_data,FRD,2021-10-25,2021-10-26,2021-10-27,15335.3,15558.6,15542.1,15537.8,4.300000000001091,197.29999999999927,276
5m_data,FGD,2021-10-26,2021-10-27,2021-10-28,15542.1,15537.8,15542.4,15607.7,65.30000000000109,209.59999999999854,276
5m_data,FRD,2021-11-08,2021-11-09,2021-11-10,16291.8,16334.9,16319.6,16207.9,111.70000000000073,231.1999999999989,276
5m_data,FGD,2021-11-10,2021-11-11,2021-11-12,16204.4,15994.4,15995.9,16046.6,50.70000000000073,137.29999999999927,276
5m_data,FRD,2021-11-12,2021-11-15,2021-11-16,16047.4,16210.1,16217.6,16204.2,13.399999999999636,193.5,276
5m_data,FGD,2021-11-15,2021-11-16,2021-11-17,16217.6,16204.2,16196.8,16301.6,104.80000000000109,179.59999999999854,276
5m_data,FRD,2021-11-19,2021-11-22,2021-11-23,16503.2,16591.2,16602.4,16402.8,199.60000000000218,402.0,276
5m_data,FGD,2021-11-23,2021-11-24,2021-11-25,16393.6,16302.5,16302.6,16358.3,55.69999999999891,266.10000000000036,228
5m_data,FRD,2021-11-25,2021-11-26,2021-11-29,16356.9,16408.8,16403.1,16045.2,357.8999999999978,421.4999999999982,276
5m_data,FGD,2021-11-26,2021-11-29,2021-11-30,16403.1,16045.2,16048.3,16417.4,369.1000000000022,392.2999999999993,276
5m_data,FRD,2021-11-29,2021-11-30,2021-12-01,16048.3,16417.4,16411.6,16241.7,169.89999999999782,386.0,276
5m_data,FGD,2021-12-01,2021-12-02,2021-12-03,16237.4,15861.5,15896.8,16016.4,119.60000000000036,302.39999999999964,276
5m_data,FRD,2021-12-02,2021-12-03,2021-12-06,15896.8,16016.4,16018.6,15689.7,328.89999999999964,572.2999999999993,276
5m_data,FGD,2021-12-03,2021-12-06,2021-12-07,16018.6,15689.7,15714.3,15850.4,136.10000000000036,337.2999999999993,276
5m_data,FRD,2021-12-08,2021-12-09,2021-12-10,16361.5,16383.3,16375.9,16155.6,220.29999999999927,299.39999999999964,276
5m_data,FGD,2021-12-09,2021-12-10,2021-12-13,16375.9,16155.6,16150.4,16340.1,189.70000000000073,208.29999999999927,276
5m_data,FRD,2021-12-10,2021-12-13,2021-12-14,16150.4,16340.1,16344.3,16109.3,235.0,347.59999999999854,276
5m_data,FGD,2021-12-14,2021-12-15,2021-12-16,16097.3,15943.7,15938.9,16300.7,361.8000000000011,558.2999999999993,276
5m_data,FRD,2021-12-15,2021-12-16,2021-12-17,15938.9,16300.7,16307.1,15895.4,411.7000000000007,664.2000000000007,276
5m_data,FGD,2021-12-20,2021-12-21,2021-12-22,15822.0,15689.6,15684.4,15988.4,304.0,381.2999999999993,276
5m_data,FRD,2021-12-27,2021-12-28,2021-12-29,16329.3,16583.6,16573.0,16525.4,47.599999999998545,203.20000000000073,276
5m_data,FGD,2021-12-31,2022-01-03,2022-01-04,16439.5,16344.2,16381.6,16508.3,126.69999999999891,215.20000000000073,276
5m_data,FRD,2022-01-03,2022-01-04,2022-01-05,16381.6,16508.3,16504.5,16271.0,233.5,422.6999999999989,276
5m_data,FGD,2022-01-05,2022-01-06,2022-01-07,16266.0,15764.3,15767.3,15802.7,35.400000000001455,296.1999999999989,276
5m_data,FRD,2022-01-06,2022-01-07,2022-01-10,15767.3,15802.7,15810.1,15581.3,228.8000000000011,341.8000000000011,276
5m_data,FGD,2022-01-07,2022-01-10,2022-01-11,15810.1,15581.3,15596.5,15627.2,30.700000000000728,515.3999999999996,276
5m_data,FRD,2022-01-12,2022-01-13,2022-01-14,15838.9,15908.6,15903.1,15515.6,387.5,516.0,276
5m_data,FGD,2022-01-13,2022-01-14,2022-01-17,15903.1,15515.6,15518.2,15630.2,112.0,305.39999999999964,228
5m_data,FRD,2022-01-14,2022-01-17,2022-01-18,15518.2,15630.2,15629.6,15570.8,58.80000000000109,141.1999999999989,276
5m_data,FGD,2022-01-21,2022-01-24,2022-01-25,14728.7,14421.3,14419.3,14515.9,96.60000000000036,872.2000000000007,276
5m_data,FRD,2022-01-24,2022-01-25,2022-01-26,14419.3,14515.9,14495.3,13935.7,559.5999999999985,607.6000000000004,276
5m_data,FGD,2022-01-25,2022-01-26,2022-01-27,14495.3,13935.7,13960.2,14165.6,205.39999999999964,692.5999999999985,276
5m_data,FRD,2022-01-26,2022-01-27,2022-01-28,13960.2,14165.6,14205.8,14126.7,79.09999999999854,563.3999999999996,276
5m_data,FGD,2022-01-27,2022-01-28,2022-01-31,14205.8,14126.7,14171.6,14442.0,270.39999999999964,609.4000000000015,276
5m_data,FRD,2022-02-01,2022-02-02,2022-02-03,14879.6,15129.2,15139.4,14877.4,262.0,433.09999999999854,276
5m_data,FGD,2022-02-07,2022-02-08,2022-02-09,14710.0,14612.4,14607.9,14758.9,151.0,307.2000000000007,276
5m_data,FRD,2022-02-09,2022-02-10,2022-02-11,14751.3,15064.6,15065.6,14705.9,359.7000000000007,436.39999999999964,276
5m_data,FGD,2022-02-11,2022-02-14,2022-02-15,14703.7,14265.2,14254.6,14269.3,14.699999999998909,364.1999999999989,276
5m_data,FRD,2022-02-16,2022-02-17,2022-02-18,14590.7,14598.3,14590.6,14161.8,428.8000000000011,485.2000000000007,276
5m_data,FGD,2022-02-21,2022-02-22,2022-02-23,13920.1,13738.9,13637.6,13926.4,288.7999999999993,521.7999999999993,276
5m_data,FRD,2022-02-22,2022-02-23,2022-02-24,13637.6,13926.4,13924.5,13492.5,432.0,596.1000000000004,276
5m_data,FGD,2022-02-23,2022-02-24,2022-02-25,13924.5,13492.5,13479.7,13914.8,435.09999999999854,963.2000000000007,276
5m_data,FRD,2022-02-28,2022-03-01,2022-03-02,13815.5,14224.2,14219.3,14031.6,187.6999999999989,426.0,276
5m_data,FGD,2022-03-01,2022-03-02,2022-03-03,14219.3,14031.6,14021.0,14199.7,178.70000000000073,377.10000000000036,276
5m_data,FRD,2022-03-02,2022-03-03,2022-03-04,14021.0,14199.7,14194.8,14062.5,132.29999999999927,433.09999999999854,276
5m_data,FGD,2022-03-08,2022-03-09,2022-03-10,13266.8,13196.4,13194.0,13774.8,580.7999999999993,629.8000000000011,276
5m_data,FRD,2022-03-09,2022-03-10,2022-03-11,13194.0,13774.8,13769.9,13572.4,197.5,379.7000000000007,276
5m_data,FGD,2022-03-14,2022-03-15,2022-03-16,13364.5,13081.8,13074.8,13447.6,372.8000000000011,544.0,276
5m_data,FRD,2022-03-18,2022-03-21,2022-03-22,14059.4,14436.8,14409.1,14398.4,10.700000000000728,281.3000000000011,276
5m_data,FGD,2022-03-21,2022-03-22,2022-03-23,14409.1,14398.4,14387.6,14659.1,271.5,396.10000000000036,276
5m_data,FRD,2022-03-22,2022-03-23,2022-03-24,14387.6,14659.1,14653.5,14468.4,185.10000000000036,239.39999999999964,276
5m_data,FGD,2022-03-23,2022-03-24,2022-03-25,14653.5,14468.4,14461.9,14767.6,305.7000000000007,334.7000000000007,276
5m_data,FRD,2022-03-24,2022-03-25,2022-03-28,14461.9,14767.6,14764.9,14754.8,10.100000000000364,267.10000000000036,276
5m_data,FGD,2022-03-25,2022-03-28,2022-03-29,14764.9,14754.8,14758.7,14986.0,227.29999999999927,336.7000000000007,276
5m_data,FRD,2022-03-29,2022-03-30,2022-03-31,14981.0,15228.4,15225.8,15109.1,116.69999999999891,249.39999999999964,276
5m_data,FGD,2022-04-01,2022-04-04,2022-04-05,14910.8,14855.6,14846.1,15162.8,316.6999999999989,371.8000000000011,276
5m_data,FRD,2022-04-04,2022-04-05,2022-04-06,14846.1,15162.8,15153.0,14862.4,290.60000000000036,419.0,276
5m_data,FGD,2022-04-06,2022-04-07,2022-04-08,14857.2,14497.2,14499.2,14535.6,36.399999999999636,313.5,276
5m_data,FRD,2022-04-07,2022-04-08,2022-04-11,14499.2,14535.6,14531.7,14329.6,202.10000000000036,330.5,276
5m_data,FGD,2022-04-12,2022-04-13,2022-04-14,14004.3,13956.4,13954.6,14214.0,259.39999999999964,344.1999999999989,276
5m_data,FRD,2022-04-13,2022-04-14,2022-04-18,13954.6,14214.0,14212.1,13895.3,316.8000000000011,418.8000000000011,276
5m_data,FGD,2022-04-14,2022-04-18,2022-04-19,14212.1,13895.3,13887.7,13968.2,80.5,271.60000000000036,276
5m_data,FRD,2022-04-19,2022-04-20,2022-04-21,13966.9,14099.6,14095.2,14074.1,21.100000000000364,339.0,276
5m_data,FGD,2022-04-22,2022-04-25,2022-04-26,13713.9,13318.2,13340.0,13533.1,193.10000000000036,365.60000000000036,276
5m_data,FRD,2022-04-25,2022-04-26,2022-04-27,13340.0,13533.1,13527.6,12820.4,707.2000000000007,780.2999999999993,276
5m_data,FGD,2022-04-26,2022-04-27,2022-04-28,13527.6,12820.4,12897.4,13175.6,278.2000000000007,376.7999999999993,276
5m_data,FRD,2022-04-28,2022-04-29,2022-05-02,13194.7,13313.4,13204.5,12895.6,308.89999999999964,601.0,276
5m_data,FGD,2022-04-29,2022-05-02,2022-05-03,13204.5,12895.6,12909.3,13057.1,147.8000000000011,375.3000000000011,276
5m_data,FRD,2022-05-04,2022-05-05,2022-05-06,13114.0,13499.7,13507.4,12903.6,603.7999999999993,844.6000000000004,276
5m_data,FGD,2022-05-09,2022-05-10,2022-05-11,12597.0,12211.3,12217.0,12335.6,118.60000000000036,445.2000000000007,276
5m_data,FRD,2022-05-10,2022-05-11,2022-05-12,12217.0,12335.6,12331.1,12011.5,319.60000000000036,613.0,276
5m_data,FGD,2022-05-12,2022-05-13,2022-05-16,11993.7,11876.4,11905.8,12366.0,460.2000000000007,530.5,276
5m_data,FRD,2022-05-13,2022-05-16,2022-05-17,11905.8,12366.0,12407.9,12239.6,168.29999999999927,307.8000000000011,276
5m_data,FGD,2022-05-16,2022-05-17,2022-05-18,12407.9,12239.6,12233.4,12576.8,343.39999999999964,346.8000000000011,276
5m_data,FRD,2022-05-17,2022-05-18,2022-05-19,12233.4,12576.8,12567.5,11891.4,676.1000000000004,731.3000000000011,276
5m_data,FGD,2022-05-18,2022-05-19,2022-05-20,12567.5,11891.4,11894.5,11895.9,1.3999999999996362,372.3000000000011,276
5m_data,FRD,2022-05-19,2022-05-20,2022-05-23,11894.5,11895.9,11894.3,11835.0,59.29999999999927,607.5,276
5m_data,FGD,2022-05-20,2022-05-23,2022-05-24,11894.3,11835.0,11874.8,12054.2,179.40000000000146,290.10000000000036,276
5m_data,FRD,2022-05-23,2022-05-24,2022-05-25,11874.8,12054.2,11884.6,11810.2,74.39999999999964,324.0,276
5m_data,FGD,2022-05-24,2022-05-25,2022-05-26,11884.6,11810.2,11804.3,11891.0,86.70000000000073,369.5,276
5m_data,FRD,2022-05-30,2022-05-31,2022-06-01,12719.1,12807.1,12813.6,12652.6,161.0,343.89999999999964,276
5m_data,FGD,2022-06-01,2022-06-02,2022-06-03,12660.8,12545.6,12540.5,12893.4,352.89999999999964,460.3000000000011,276
5m_data,FRD,2022-06-02,2022-06-03,2022-06-06,12540.5,12893.4,12892.2,12546.6,345.60000000000036,441.89999999999964,276
5m_data,FGD,2022-06-03,2022-06-06,2022-06-07,12892.2,12546.6,12545.7,12603.8,58.099999999998545,282.5,276
5m_data,FRD,2022-06-07,2022-06-08,2022-06-09,12600.2,12679.0,12678.5,12617.9,60.600000000000364,203.39999999999964,276
5m_data,FGD,2022-06-14,2022-06-15,2022-06-16,11343.0,11334.1,11338.9,11598.3,259.39999999999964,434.59999999999854,276
5m_data,FRD,2022-06-15,2022-06-16,2022-06-17,11338.9,11598.3,11634.9,11176.6,458.2999999999993,703.8000000000011,276
5m_data,FGD,2022-06-16,2022-06-17,2022-06-20,11634.9,11176.6,11176.8,11279.7,102.90000000000146,275.10000000000036,228
5m_data,FRD,2022-06-21,2022-06-22,2022-06-23,11396.1,11556.4,11550.0,11519.1,30.899999999999636,425.1999999999989,276
5m_data,FGD,2022-06-22,2022-06-23,2022-06-24,11550.0,11519.1,11518.7,11662.7,144.0,306.0,276
5m_data,FRD,2022-06-24,2022-06-27,2022-06-28,11663.2,12107.7,12114.3,12048.2,66.09999999999854,270.10000000000036,276
5m_data,FGD,2022-06-28,2022-06-29,2022-06-30,12051.1,11654.8,11656.3,11666.8,10.5,183.60000000000036,276
5m_data,FRD,2022-06-29,2022-06-30,2022-07-01,11656.3,11666.8,11664.8,11487.6,177.1999999999989,345.59999999999854,276
5m_data,FGD,2022-06-30,2022-07-01,2022-07-04,11664.8,11487.6,11483.6,11589.3,105.69999999999891,245.20000000000073,228
5m_data,FRD,2022-07-01,2022-07-04,2022-07-05,11483.6,11589.3,11584.6,11533.8,50.80000000000109,115.5,276
5m_data,FGD,2022-07-04,2022-07-05,2022-07-06,11584.6,11533.8,11533.5,11788.2,254.70000000000073,427.1999999999989,276
5m_data,FRD,2022-07-08,2022-07-11,2022-07-12,12089.4,12135.0,12120.8,11878.8,242.0,290.6999999999989,276
5m_data,FGD,2022-07-13,2022-07-14,2022-07-15,11761.4,11711.2,11706.6,11782.1,75.5,322.60000000000036,276
5m_data,FRD,2022-07-15,2022-07-18,2022-07-19,11798.0,11995.0,12021.9,11891.6,130.29999999999927,326.7999999999993,276
5m_data,FGD,2022-07-18,2022-07-19,2022-07-20,12021.9,11891.6,11889.5,12296.2,406.7000000000007,437.89999999999964,276
5m_data,FRD,2022-07-21,2022-07-22,2022-07-25,12413.5,12547.9,12538.6,12402.1,136.5,350.2000000000007,276
5m_data,FGD,2022-07-26,2022-07-27,2022-07-28,12290.6,12176.9,12171.4,12566.1,394.7000000000007,503.7000000000007,276
